epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,1957.71,0.31703,0.38595,0.11942,0.0011,0.10535,0.99622,0.99881,0.99464,0.9708,0.99622,0.99881,0.99464,0.94093,0.26454,0.39346,0.08689,0.00163,0,0.0004424,0.0004424,0.0004424
120,1974.06,0.32042,0.38979,0.11409,0.00106,0.09822,0.99762,0.99948,0.99465,0.95976,0.99762,0.99948,0.99465,0.94336,0.28649,0.39206,0.09272,0.0018,0,0.0004292,0.0004292,0.0004292
121,1990.45,0.32081,0.38173,0.11066,0.00109,0.09618,0.99285,1,0.99463,0.97078,0.99285,1,0.99463,0.94316,0.26068,0.39209,0.08866,0.00162,0,0.000416,0.000416,0.000416
122,2006.73,0.31366,0.38277,0.11192,0.0011,0.10199,0.9986,0.99881,0.99456,0.97018,0.9986,0.99881,0.99456,0.94071,0.26251,0.39315,0.08671,0.00161,0,0.0004028,0.0004028,0.0004028
123,2023.02,0.32146,0.38514,0.1127,0.00105,0.10147,0.9956,0.99881,0.9945,0.96574,0.9956,0.99881,0.9945,0.94412,0.27448,0.39171,0.09009,0.0017,0,0.0003896,0.0003896,0.0003896
124,2039.68,0.33342,0.40335,0.11227,0.00113,0.10228,0.9988,0.995,0.99458,0.96659,0.9988,0.995,0.99458,0.943,0.28237,0.39223,0.09397,0.00181,0,0.0003764,0.0003764,0.0003764
125,2055.95,0.31702,0.39483,0.1134,0.00105,0.10709,0.99578,1,0.99463,0.97035,0.99578,1,0.99463,0.9414,0.2669,0.39163,0.08718,0.00164,0,0.0003632,0.0003632,0.0003632
126,2072.55,0.31963,0.40091,0.11742,0.00107,0.12095,0.99881,0.99986,0.9947,0.96894,0.99881,0.99986,0.9947,0.94245,0.26966,0.39034,0.0861,0.00166,0,0.00035,0.00035,0.00035
127,2089.04,0.30636,0.38248,0.10637,0.00104,0.09294,0.99713,0.99881,0.99459,0.96272,0.99713,0.99881,0.99459,0.94247,0.29365,0.39435,0.09483,0.00185,0,0.0003368,0.0003368,0.0003368
128,2105.37,0.30888,0.38451,0.10535,0.00105,0.09887,0.99638,1,0.9945,0.96747,0.99638,1,0.9945,0.94177,0.27598,0.39299,0.08873,0.0017,0,0.0003236,0.0003236,0.0003236
129,2121.96,0.30018,0.36855,0.10585,0.0011,0.1041,0.99508,0.99881,0.99456,0.97024,0.99508,0.99881,0.99456,0.94282,0.27051,0.39418,0.08954,0.00168,0,0.0003104,0.0003104,0.0003104
130,2138.33,0.31951,0.39654,0.11427,0.00102,0.10306,0.9929,1,0.99471,0.96979,0.9929,1,0.99471,0.94317,0.26603,0.39301,0.08882,0.00165,0,0.0002972,0.0002972,0.0002972
131,2154.4,0.3062,0.39189,0.10953,0.00104,0.10291,0.99762,0.99973,0.99444,0.97181,0.99762,0.99973,0.99444,0.94537,0.2593,0.39175,0.08571,0.00161,0,0.000284,0.000284,0.000284
132,2171.25,0.3076,0.39079,0.10919,0.00106,0.09638,0.99683,0.99881,0.99434,0.97058,0.99683,0.99881,0.99434,0.94191,0.26715,0.39044,0.08894,0.00164,0,0.0002708,0.0002708,0.0002708
133,2187.49,0.30483,0.38142,0.10726,0.00103,0.09919,0.99586,0.99762,0.99496,0.97185,0.99586,0.99762,0.99496,0.94687,0.26301,0.39069,0.08907,0.00161,0,0.0002576,0.0002576,0.0002576
134,2203.8,0.30948,0.38636,0.10706,0.00102,0.09292,0.99881,0.99837,0.99397,0.9678,0.99881,0.99837,0.99397,0.94751,0.26685,0.39056,0.08724,0.00166,0,0.0002444,0.0002444,0.0002444
135,2220.53,0.31473,0.394,0.11325,0.00103,0.09707,0.99881,0.99717,0.99457,0.97395,0.99881,0.99717,0.99457,0.94393,0.26305,0.38988,0.08736,0.00163,0,0.0002312,0.0002312,0.0002312
136,2236.9,0.3072,0.38448,0.11075,0.00101,0.09797,0.99493,0.99881,0.99463,0.97265,0.99493,0.99881,0.99463,0.94517,0.26367,0.39125,0.08827,0.00162,0,0.000218,0.000218,0.000218
137,2253.35,0.30704,0.38607,0.10857,0.00111,0.10523,0.99875,1,0.99457,0.97256,0.99875,1,0.99457,0.9449,0.26408,0.3901,0.08362,0.00163,0,0.0002048,0.0002048,0.0002048
138,2270.24,0.30089,0.38195,0.10663,0.00104,0.09434,0.99881,0.99865,0.99464,0.97296,0.99881,0.99865,0.99464,0.94479,0.26595,0.39014,0.08659,0.00164,0,0.0001916,0.0001916,0.0001916
139,2286.89,0.29263,0.37609,0.10866,0.00103,0.10211,0.99881,0.99975,0.99451,0.97207,0.99881,0.99975,0.99451,0.9443,0.26035,0.39186,0.08662,0.00162,0,0.0001784,0.0001784,0.0001784
140,2303.6,0.3092,0.40279,0.11026,0.00106,0.10005,0.99644,0.99991,0.99435,0.97215,0.99644,0.99991,0.99435,0.94588,0.26394,0.38908,0.08633,0.00163,0,0.0001652,0.0001652,0.0001652
141,2322.64,0.26442,0.36497,0.09263,0.00117,0.0995,0.99525,0.99871,0.99409,0.97177,0.99525,0.99871,0.99409,0.94207,0.2638,0.38898,0.08868,0.00163,0,0.000152,0.000152,0.000152
142,2338.72,0.26048,0.36488,0.09433,0.00113,0.09861,0.99743,0.99642,0.9944,0.97389,0.99743,0.99642,0.9944,0.94403,0.26701,0.3895,0.08821,0.00165,0,0.0001388,0.0001388,0.0001388
143,2355.09,0.26524,0.36402,0.0886,0.00117,0.09595,0.99855,0.99523,0.99439,0.96992,0.99855,0.99523,0.99439,0.94395,0.26944,0.39066,0.08846,0.00168,0,0.0001256,0.0001256,0.0001256
144,2371.15,0.26454,0.36056,0.08705,0.00117,0.09358,0.99762,0.9988,0.99443,0.97038,0.99762,0.9988,0.99443,0.94563,0.26342,0.39026,0.08871,0.00164,0,0.0001124,0.0001124,0.0001124
145,2387.37,0.25596,0.36506,0.0868,0.00116,0.09934,0.9929,0.9997,0.99448,0.9721,0.9929,0.9997,0.99448,0.946,0.26321,0.38988,0.09077,0.00162,0,9.92e-05,9.92e-05,9.92e-05
146,2403.91,0.27024,0.37685,0.08917,0.00121,0.09901,0.99513,1,0.99446,0.97136,0.99513,1,0.99446,0.94261,0.26187,0.39007,0.08757,0.00162,0,8.6e-05,8.6e-05,8.6e-05
147,2420.12,0.26428,0.36357,0.08649,0.00113,0.09808,0.99669,0.99762,0.99447,0.97248,0.99669,0.99762,0.99447,0.94304,0.25987,0.38939,0.08513,0.00161,0,7.28e-05,7.28e-05,7.28e-05
148,2436.18,0.25388,0.34989,0.08736,0.00111,0.09446,0.99822,0.99762,0.99442,0.97243,0.99822,0.99762,0.99442,0.94515,0.26081,0.38979,0.08505,0.0016,0,5.96e-05,5.96e-05,5.96e-05
149,2451.93,0.25862,0.36193,0.0854,0.00113,0.09615,0.99356,1,0.99447,0.97272,0.99356,1,0.99447,0.94364,0.25808,0.38987,0.08592,0.00159,0,4.64e-05,4.64e-05,4.64e-05
150,2468.03,0.24918,0.35227,0.08189,0.00111,0.09353,0.99737,1,0.99445,0.97359,0.99737,1,0.99445,0.94471,0.25999,0.3893,0.0861,0.0016,0,3.32e-05,3.32e-05,3.32e-05
