epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
112,4915.99,0.32182,0.3804,0.11815,0.00111,0.10385,0.99507,0.99404,0.99481,0.96973,0.99507,0.99404,0.99481,0.93619,0.27031,0.38235,0.09462,0.0016,0,0.0005348,0.0005348,0.0005348
113,4959.51,0.31923,0.38276,0.10826,0.00112,0.09954,0.99473,0.99881,0.99487,0.96837,0.99473,0.99881,0.99487,0.93299,0.27874,0.38417,0.0932,0.00165,0,0.0005216,0.0005216,0.0005216
114,5003.26,0.32152,0.37418,0.11157,0.0011,0.09678,0.9952,0.98872,0.99393,0.97137,0.9952,0.98872,0.99393,0.93279,0.2672,0.38385,0.09933,0.00159,0,0.0005084,0.0005084,0.0005084
115,5047.18,0.32414,0.39077,0.10966,0.00108,0.09867,0.9932,0.99642,0.99481,0.96861,0.9932,0.99642,0.99481,0.93439,0.27194,0.38415,0.09552,0.00163,0,0.0004952,0.0004952,0.0004952
116,5088.56,0.32769,0.38927,0.11288,0.00112,0.10391,0.98935,0.99608,0.9946,0.96665,0.98935,0.99608,0.9946,0.92858,0.27792,0.38197,0.10232,0.00164,0,0.000482,0.000482,0.000482
117,5131.66,0.31973,0.379,0.111,0.00107,0.09711,0.99433,0.99404,0.99485,0.96122,0.99433,0.99404,0.99485,0.93764,0.2861,0.38833,0.10027,0.00173,0,0.0004688,0.0004688,0.0004688
118,5175.56,0.31885,0.36934,0.11269,0.0011,0.09792,0.99761,0.99513,0.99487,0.97044,0.99761,0.99513,0.99487,0.93232,0.27395,0.38469,0.09457,0.00163,0,0.0004556,0.0004556,0.0004556
119,5217.37,0.31372,0.37587,0.10605,0.00108,0.09871,0.99761,0.99322,0.99489,0.97156,0.99761,0.99322,0.99489,0.93607,0.26861,0.38354,0.09083,0.00159,0,0.0004424,0.0004424,0.0004424
120,5260.81,0.31473,0.36359,0.10757,0.00105,0.09588,0.99545,0.99285,0.99487,0.96925,0.99545,0.99285,0.99487,0.93298,0.26941,0.38414,0.0951,0.00161,0,0.0004292,0.0004292,0.0004292
121,5303.73,0.31835,0.36799,0.10741,0.00109,0.09438,0.99761,0.99689,0.99493,0.96948,0.99761,0.99689,0.99493,0.93407,0.27251,0.38116,0.08988,0.00163,0,0.000416,0.000416,0.000416
122,5347,0.3107,0.36826,0.10587,0.00109,0.10212,0.9976,0.99284,0.99493,0.96798,0.9976,0.99284,0.99493,0.93481,0.27239,0.38447,0.09365,0.00163,0,0.0004028,0.0004028,0.0004028
123,5389.63,0.31487,0.37717,0.10685,0.00103,0.1003,0.99407,0.9986,0.9949,0.97033,0.99407,0.9986,0.9949,0.93564,0.26782,0.38289,0.08868,0.00159,0,0.0003896,0.0003896,0.0003896
124,5431.23,0.32986,0.3875,0.1127,0.00114,0.10112,0.99872,0.99762,0.99389,0.96545,0.99872,0.99762,0.99389,0.92805,0.27938,0.3849,0.09183,0.00167,0,0.0003764,0.0003764,0.0003764
125,5475.33,0.32515,0.37827,0.11134,0.00109,0.10552,0.99523,0.99483,0.99384,0.96664,0.99523,0.99483,0.99384,0.93051,0.27679,0.38488,0.09377,0.00163,0,0.0003632,0.0003632,0.0003632
126,5517.86,0.32296,0.38579,0.11286,0.00109,0.11836,0.99172,0.99873,0.99435,0.9678,0.99172,0.99873,0.99435,0.93486,0.26804,0.3821,0.09155,0.00161,0,0.00035,0.00035,0.00035
127,5559.65,0.30729,0.38099,0.10576,0.00104,0.09427,0.99125,0.99404,0.99416,0.96714,0.99125,0.99404,0.99416,0.93602,0.26949,0.38117,0.09642,0.00163,0,0.0003368,0.0003368,0.0003368
128,5603.85,0.30768,0.37014,0.10182,0.00105,0.09624,0.99035,0.99881,0.99398,0.96695,0.99035,0.99881,0.99398,0.93115,0.27309,0.3823,0.09436,0.00164,0,0.0003236,0.0003236,0.0003236
129,5645.65,0.30574,0.36319,0.10816,0.00112,0.09992,0.99606,0.99762,0.99488,0.96948,0.99606,0.99762,0.99488,0.93221,0.27811,0.38343,0.09437,0.00165,0,0.0003104,0.0003104,0.0003104
130,5688.92,0.3163,0.38003,0.11433,0.00102,0.10006,0.99523,0.99574,0.99488,0.97085,0.99523,0.99574,0.99488,0.93511,0.26728,0.38232,0.09046,0.0016,0,0.0002972,0.0002972,0.0002972
131,5732.06,0.30818,0.37215,0.10541,0.00105,0.09944,0.99755,0.99881,0.99488,0.97084,0.99755,0.99881,0.99488,0.93634,0.26334,0.38262,0.08941,0.00157,0,0.000284,0.000284,0.000284
132,5776.95,0.31252,0.38064,0.10704,0.00108,0.09551,0.99288,0.99683,0.99484,0.97019,0.99288,0.99683,0.99484,0.93671,0.26257,0.38249,0.09134,0.00156,0,0.0002708,0.0002708,0.0002708
133,5819.64,0.3068,0.36587,0.10102,0.00105,0.10295,0.99252,0.99762,0.99487,0.972,0.99252,0.99762,0.99487,0.93766,0.26513,0.3828,0.09016,0.00158,0,0.0002576,0.0002576,0.0002576
134,5864.02,0.30925,0.37249,0.10617,0.00101,0.0923,0.99346,0.99881,0.99486,0.97066,0.99346,0.99881,0.99486,0.93779,0.26172,0.38028,0.08993,0.00156,0,0.0002444,0.0002444,0.0002444
135,5905.12,0.31687,0.38254,0.10963,0.00105,0.09642,0.99142,1,0.99483,0.97124,0.99142,1,0.99483,0.93622,0.26468,0.38169,0.09041,0.00158,0,0.0002312,0.0002312,0.0002312
136,5948.11,0.30835,0.37529,0.10652,0.00102,0.09876,0.99619,0.99881,0.99486,0.96931,0.99619,0.99881,0.99486,0.93544,0.26558,0.38111,0.08935,0.00158,0,0.000218,0.000218,0.000218
137,5992.75,0.30598,0.37693,0.10935,0.00111,0.10285,0.99762,0.99875,0.99488,0.96841,0.99762,0.99875,0.99488,0.93461,0.26646,0.38233,0.08738,0.00159,0,0.0002048,0.0002048,0.0002048
138,6036.99,0.29707,0.37531,0.10378,0.00104,0.0949,0.99762,0.99941,0.99487,0.972,0.99762,0.99941,0.99487,0.93653,0.26428,0.38015,0.08834,0.00158,0,0.0001916,0.0001916,0.0001916
139,6083.15,0.29173,0.36234,0.10358,0.00104,0.10023,0.99731,0.99881,0.99489,0.97202,0.99731,0.99881,0.99489,0.93668,0.26234,0.38178,0.08719,0.00156,0,0.0001784,0.0001784,0.0001784
140,6127.9,0.31221,0.38404,0.10401,0.00107,0.09787,0.99505,1,0.99487,0.9694,0.99505,1,0.99487,0.93656,0.26358,0.38111,0.09123,0.00157,0,0.0001652,0.0001652,0.0001652
141,6165.48,0.26322,0.35398,0.092,0.00116,0.09708,0.99288,0.99762,0.99487,0.9741,0.99288,0.99762,0.99487,0.9357,0.2623,0.38158,0.093,0.00156,0,0.000152,0.000152,0.000152
142,6202.1,0.26261,0.35175,0.09184,0.00115,0.09709,0.99565,0.99881,0.99488,0.97282,0.99565,0.99881,0.99488,0.93652,0.26297,0.38105,0.08828,0.00158,0,0.0001388,0.0001388,0.0001388
143,6236.42,0.26962,0.36096,0.09099,0.00119,0.09478,0.99493,1,0.99493,0.97268,0.99493,1,0.99493,0.937,0.26179,0.38194,0.08728,0.00156,0,0.0001256,0.0001256,0.0001256
144,6272.73,0.26642,0.35668,0.08613,0.00119,0.09549,0.99858,0.99762,0.9949,0.96968,0.99858,0.99762,0.9949,0.93661,0.26456,0.38169,0.08716,0.00158,0,0.0001124,0.0001124,0.0001124
145,6308,0.25441,0.34882,0.08332,0.00116,0.0956,0.99792,0.99881,0.99493,0.97305,0.99792,0.99881,0.99493,0.93609,0.26321,0.38113,0.08765,0.00157,0,9.92e-05,9.92e-05,9.92e-05
146,6342.79,0.27332,0.3654,0.08908,0.00124,0.1007,0.99799,0.99762,0.99493,0.9712,0.99799,0.99762,0.99493,0.93415,0.2639,0.38117,0.08733,0.00157,0,8.6e-05,8.6e-05,8.6e-05
147,6377.1,0.26867,0.35549,0.08891,0.00116,0.09251,0.99787,0.99523,0.99492,0.9715,0.99787,0.99523,0.99492,0.93632,0.26218,0.38093,0.08789,0.00156,0,7.28e-05,7.28e-05,7.28e-05
148,6413.27,0.25944,0.34901,0.0851,0.00113,0.09136,0.99643,0.99716,0.99492,0.97056,0.99643,0.99716,0.99492,0.93576,0.26213,0.38092,0.08747,0.00156,0,5.96e-05,5.96e-05,5.96e-05
149,6449.72,0.26567,0.35647,0.08629,0.00117,0.09542,0.99762,0.99972,0.99493,0.97128,0.99762,0.99972,0.99493,0.93655,0.26179,0.38094,0.08606,0.00156,0,4.64e-05,4.64e-05,4.64e-05
150,6484.58,0.25395,0.34555,0.08552,0.00113,0.09556,0.99791,0.99881,0.99489,0.97139,0.99791,0.99881,0.99489,0.93684,0.26322,0.38096,0.08772,0.00157,0,3.32e-05,3.32e-05,3.32e-05
