epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,486.813,0.52051,0.49117,0.1984,0.00194,0.12725,0.99521,0.99042,0.99416,0.90107,0.99521,0.99042,0.99416,0.90187,0.45116,0.43117,0.14489,0.00261,0,0.001868,0.001868,0.001868
12,536.157,0.47551,0.45693,0.17669,0.00185,0.11811,0.98934,0.99532,0.99341,0.92747,0.98934,0.99532,0.99341,0.91214,0.37026,0.44732,0.13374,0.00225,0,0.0018548,0.0018548,0.0018548
13,586.447,0.50248,0.48177,0.1928,0.00192,0.16425,0.99462,0.99642,0.99424,0.90155,0.99462,0.99642,0.99424,0.91347,0.44883,0.43486,0.13812,0.003,0,0.0018416,0.0018416,0.0018416
14,634.735,0.50262,0.48968,0.20053,0.0018,0.14027,0.98472,0.99857,0.99404,0.92359,0.98472,0.99857,0.99404,0.90968,0.38723,0.43632,0.13089,0.00236,0,0.0018284,0.0018284,0.0018284
15,683.451,0.48366,0.47387,0.16869,0.00176,0.12418,0.99289,0.99866,0.99371,0.91678,0.99289,0.99866,0.99371,0.9117,0.39069,0.45003,0.13187,0.0026,0,0.0018152,0.0018152,0.0018152
16,731.246,0.506,0.46777,0.18301,0.00176,0.13872,0.99642,0.99643,0.99423,0.93216,0.99642,0.99643,0.99423,0.90801,0.35031,0.43531,0.11094,0.00212,0,0.001802,0.001802,0.001802
17,781.545,0.45205,0.44253,0.15863,0.0016,0.12524,0.99622,0.98927,0.99375,0.93816,0.99622,0.98927,0.99375,0.92395,0.34148,0.41516,0.11931,0.00212,0,0.0017888,0.0017888,0.0017888
18,832.338,0.44226,0.45756,0.14996,0.00156,0.11687,0.98703,0.99745,0.9936,0.93723,0.98703,0.99745,0.9936,0.9213,0.34689,0.41295,0.11996,0.00216,0,0.0017756,0.0017756,0.0017756
19,880.25,0.46253,0.45143,0.15949,0.00166,0.12059,0.99625,0.99881,0.99387,0.93345,0.99625,0.99881,0.99387,0.91637,0.36014,0.42169,0.1142,0.00222,0,0.0017624,0.0017624,0.0017624
20,930.075,0.46078,0.45826,0.15992,0.00162,0.12343,0.99161,0.99881,0.9942,0.93002,0.99161,0.99881,0.9942,0.918,0.3649,0.41503,0.11838,0.00228,0,0.0017492,0.0017492,0.0017492
21,981.123,0.44964,0.4492,0.15473,0.00164,0.13378,0.99268,0.99285,0.99432,0.91289,0.99268,0.99285,0.99432,0.91777,0.40225,0.42687,0.13129,0.00257,0,0.001736,0.001736,0.001736
22,1030.48,0.44204,0.43848,0.15263,0.00173,0.11645,0.99642,0.99612,0.99423,0.92389,0.99642,0.99612,0.99423,0.91546,0.38468,0.42822,0.12417,0.00243,0,0.0017228,0.0017228,0.0017228
23,1079.28,0.43618,0.45306,0.15175,0.00164,0.11034,0.99525,0.9988,0.99453,0.90689,0.99525,0.9988,0.99453,0.90322,0.43207,0.4207,0.13051,0.0025,0,0.0017096,0.0017096,0.0017096
24,1127.76,0.43071,0.43192,0.14404,0.00158,0.10983,0.98868,0.99404,0.99427,0.9521,0.98868,0.99404,0.99427,0.92082,0.31334,0.39973,0.11179,0.00191,0,0.0016964,0.0016964,0.0016964
25,1177.42,0.43597,0.45005,0.15461,0.00157,0.11898,0.99635,0.99523,0.99427,0.95059,0.99635,0.99523,0.99427,0.91945,0.31199,0.40267,0.1058,0.00187,0,0.0016832,0.0016832,0.0016832
26,1224.77,0.41837,0.41752,0.14999,0.00155,0.10737,0.99642,0.99529,0.99445,0.93318,0.99642,0.99529,0.99445,0.92372,0.35496,0.41285,0.11663,0.00233,0,0.00167,0.00167,0.00167
27,1274.84,0.44115,0.43959,0.15714,0.00152,0.12019,0.9893,0.99136,0.99414,0.94013,0.9893,0.99136,0.99414,0.9229,0.34155,0.40437,0.12439,0.00208,0,0.0016568,0.0016568,0.0016568
28,1321.34,0.43326,0.42657,0.15095,0.00164,0.12564,0.99288,0.99669,0.99403,0.93315,0.99288,0.99669,0.99403,0.91961,0.35528,0.4099,0.11595,0.00214,0,0.0016436,0.0016436,0.0016436
29,1369.81,0.41128,0.42181,0.14662,0.00156,0.1165,0.98818,0.99644,0.99453,0.94664,0.98818,0.99644,0.99453,0.91967,0.32307,0.41269,0.11079,0.00202,0,0.0016304,0.0016304,0.0016304
30,1416.65,0.41437,0.4329,0.14577,0.00145,0.11847,0.99171,0.99786,0.99447,0.94572,0.99171,0.99786,0.99447,0.92487,0.32749,0.40762,0.10997,0.00207,0,0.0016172,0.0016172,0.0016172
31,1466.37,0.4281,0.45448,0.14497,0.00153,0.11542,0.99459,0.99523,0.99454,0.93279,0.99459,0.99523,0.99454,0.92308,0.34835,0.41953,0.1168,0.00212,0,0.001604,0.001604,0.001604
32,1515.01,0.43845,0.48333,0.15456,0.00155,0.1312,0.98764,0.99523,0.99436,0.92993,0.98764,0.99523,0.99436,0.92259,0.36249,0.41912,0.13371,0.00217,0,0.0015908,0.0015908,0.0015908
33,1563.41,0.43153,0.44554,0.15873,0.00151,0.1556,0.9917,0.99635,0.99452,0.9435,0.9917,0.99635,0.99452,0.91438,0.33518,0.45146,0.12149,0.00201,0,0.0015776,0.0015776,0.0015776
34,1613.03,0.43374,0.45151,0.17554,0.0016,0.1401,0.98124,0.99727,0.99442,0.9396,0.98124,0.99727,0.99442,0.92251,0.35245,0.43959,0.12746,0.00212,0,0.0015644,0.0015644,0.0015644
35,1662.5,0.44432,0.44173,0.16023,0.00163,0.13825,0.99408,0.99989,0.99456,0.94792,0.99408,0.99989,0.99456,0.92486,0.33757,0.42006,0.1119,0.00207,0,0.0015512,0.0015512,0.0015512
36,1711.91,0.42812,0.43195,0.15135,0.00154,0.13003,0.99034,0.99642,0.9946,0.94195,0.99034,0.99642,0.9946,0.91861,0.33685,0.41881,0.11194,0.00209,0,0.001538,0.001538,0.001538
37,1759.92,0.43563,0.44149,0.15005,0.00155,0.11337,0.99522,0.99276,0.99424,0.9535,0.99522,0.99276,0.99424,0.92586,0.30452,0.40079,0.10559,0.00182,0,0.0015248,0.0015248,0.0015248
38,1807.25,0.40779,0.43097,0.14107,0.00147,0.11303,0.99512,0.99881,0.99427,0.95395,0.99512,0.99881,0.99427,0.9257,0.30678,0.40267,0.09932,0.00184,0,0.0015116,0.0015116,0.0015116
39,1857.5,0.40871,0.42811,0.14213,0.00151,0.10976,0.99388,0.99285,0.99466,0.95321,0.99388,0.99285,0.99466,0.92994,0.31548,0.40026,0.10961,0.00187,0,0.0014984,0.0014984,0.0014984
40,1907.91,0.42825,0.43099,0.14531,0.00154,0.11287,0.99239,0.99642,0.99489,0.94011,0.99239,0.99642,0.99489,0.92362,0.34176,0.40963,0.11167,0.0021,0,0.0014852,0.0014852,0.0014852
41,1956,0.41556,0.42693,0.13871,0.00154,0.11062,0.98932,0.99343,0.99423,0.95247,0.98932,0.99343,0.99423,0.91774,0.313,0.4007,0.11078,0.00188,0,0.001472,0.001472,0.001472
42,2004.44,0.38329,0.41726,0.13436,0.00139,0.10932,0.9929,0.99945,0.99436,0.95403,0.9929,0.99945,0.99436,0.92887,0.30827,0.40001,0.1008,0.00186,0,0.0014588,0.0014588,0.0014588
43,2052.39,0.40767,0.42182,0.14503,0.00154,0.10789,0.99632,1,0.99457,0.94395,0.99632,1,0.99457,0.91521,0.3413,0.42234,0.10721,0.00205,0,0.0014456,0.0014456,0.0014456
44,2102.16,0.40484,0.42215,0.13746,0.00143,0.11199,0.99665,0.99523,0.9949,0.95195,0.99665,0.99523,0.9949,0.92238,0.33118,0.4027,0.10838,0.002,0,0.0014324,0.0014324,0.0014324
45,2150.33,0.40693,0.43668,0.1422,0.00144,0.10859,0.99762,0.99715,0.99436,0.95439,0.99762,0.99715,0.99436,0.93074,0.30967,0.40044,0.10023,0.0019,0,0.0014192,0.0014192,0.0014192
46,2197.37,0.40237,0.42774,0.13681,0.0014,0.12329,0.99367,0.99523,0.99419,0.93789,0.99367,0.99523,0.99419,0.92572,0.34433,0.4,0.14006,0.00217,0,0.001406,0.001406,0.001406
47,2242.9,0.39848,0.42401,0.14354,0.00143,0.11908,0.99631,1,0.99416,0.93787,0.99631,1,0.99416,0.92232,0.34459,0.39956,0.1064,0.00215,0,0.0013928,0.0013928,0.0013928
48,2288.68,0.40294,0.42712,0.13995,0.0014,0.12333,0.99523,1,0.99481,0.93614,0.99523,1,0.99481,0.9255,0.33775,0.39613,0.10541,0.00213,0,0.0013796,0.0013796,0.0013796
49,2337.28,0.39738,0.43558,0.13552,0.00141,0.1237,0.9972,1,0.99468,0.95269,0.9972,1,0.99468,0.92529,0.31625,0.40502,0.09793,0.00188,0,0.0013664,0.0013664,0.0013664
50,2386.14,0.41763,0.44209,0.14776,0.00141,0.11426,0.99219,0.99642,0.99467,0.95117,0.99219,0.99642,0.99467,0.92494,0.32317,0.39825,0.11136,0.00198,0,0.0013532,0.0013532,0.0013532
51,2432.94,0.39058,0.42017,0.1382,0.00138,0.10823,0.99727,0.99642,0.99451,0.95044,0.99727,0.99642,0.99451,0.92161,0.31968,0.39627,0.10246,0.00201,0,0.00134,0.00134,0.00134
52,2482.29,0.36635,0.40258,0.12298,0.00126,0.10262,0.99499,0.99404,0.99448,0.95986,0.99499,0.99404,0.99448,0.93156,0.29375,0.39678,0.10193,0.00178,0,0.0013268,0.0013268,0.0013268
53,2530.49,0.37838,0.43095,0.12955,0.00136,0.11576,0.99654,0.99166,0.99463,0.94083,0.99654,0.99166,0.99463,0.92334,0.33397,0.40006,0.10992,0.00209,0,0.0013136,0.0013136,0.0013136
54,2578.09,0.3997,0.42503,0.1466,0.00143,0.1169,0.99229,0.99881,0.9944,0.94655,0.99229,0.99881,0.9944,0.92309,0.32704,0.40327,0.1052,0.00198,0,0.0013004,0.0013004,0.0013004
55,2627.5,0.38275,0.41748,0.13161,0.00137,0.13256,0.99729,1,0.99418,0.95307,0.99729,1,0.99418,0.92898,0.30229,0.40781,0.09631,0.00178,0,0.0012872,0.0012872,0.0012872
56,2675.33,0.39124,0.4214,0.13613,0.00141,0.1058,0.99762,0.99754,0.9943,0.94984,0.99762,0.99754,0.9943,0.92948,0.32001,0.40307,0.10226,0.00194,0,0.001274,0.001274,0.001274
57,2722.43,0.3797,0.42139,0.12556,0.00142,0.10686,0.99761,0.99579,0.99498,0.95449,0.99761,0.99579,0.99498,0.92445,0.30785,0.39644,0.09989,0.00182,0,0.0012608,0.0012608,0.0012608
58,2771.38,0.38838,0.40327,0.13641,0.00132,0.1075,0.99762,0.99845,0.99443,0.95027,0.99762,0.99845,0.99443,0.92796,0.31785,0.39343,0.09915,0.00191,0,0.0012476,0.0012476,0.0012476
59,2821.81,0.38044,0.40314,0.12368,0.00142,0.10316,0.99525,0.99923,0.99455,0.95612,0.99525,0.99923,0.99455,0.93449,0.30806,0.38866,0.0977,0.00186,0,0.0012344,0.0012344,0.0012344
60,2869.96,0.39913,0.43195,0.13424,0.00138,0.1099,0.9963,1,0.99441,0.96049,0.9963,1,0.99441,0.93004,0.29383,0.40036,0.09603,0.00175,0,0.0012212,0.0012212,0.0012212
61,2918.74,0.38596,0.42666,0.13518,0.00133,0.10779,0.99559,0.99642,0.99465,0.95839,0.99559,0.99642,0.99465,0.93297,0.3014,0.39353,0.09809,0.0018,0,0.001208,0.001208,0.001208
62,2965.81,0.35442,0.40187,0.12222,0.00124,0.10668,0.99761,0.997,0.99473,0.95781,0.99761,0.997,0.99473,0.93143,0.30402,0.39496,0.09585,0.00185,0,0.0011948,0.0011948,0.0011948
63,3015.38,0.38123,0.43159,0.12806,0.00132,0.10745,0.99644,0.9999,0.99463,0.95267,0.99644,0.9999,0.99463,0.92607,0.31991,0.39066,0.10083,0.00193,0,0.0011816,0.0011816,0.0011816
64,3065.06,0.36817,0.40495,0.12645,0.00132,0.10414,0.99881,0.99863,0.99442,0.95829,0.99881,0.99863,0.99442,0.92838,0.30929,0.3931,0.09855,0.00185,0,0.0011684,0.0011684,0.0011684
65,3112.45,0.36675,0.41643,0.12563,0.00128,0.11258,0.99693,0.99881,0.99421,0.95997,0.99693,0.99881,0.99421,0.92941,0.29817,0.39165,0.09406,0.00178,0,0.0011552,0.0011552,0.0011552
66,3158.95,0.36859,0.40539,0.1318,0.0013,0.12676,0.99742,0.99523,0.99434,0.96308,0.99742,0.99523,0.99434,0.93203,0.29134,0.39576,0.09544,0.00179,0,0.001142,0.001142,0.001142
67,3209.92,0.37629,0.41659,0.12388,0.00126,0.11389,0.99749,0.99642,0.99445,0.95834,0.99749,0.99642,0.99445,0.92698,0.30191,0.38835,0.09631,0.00181,0,0.0011288,0.0011288,0.0011288
68,3259.84,0.37135,0.42224,0.13296,0.00132,0.12728,0.99857,0.99642,0.9943,0.96039,0.99857,0.99642,0.9943,0.92366,0.29906,0.39676,0.09518,0.0018,0,0.0011156,0.0011156,0.0011156
69,3307.88,0.37501,0.41065,0.12521,0.00128,0.10378,0.99722,1,0.99413,0.95572,0.99722,1,0.99413,0.92545,0.3091,0.38992,0.09639,0.00186,0,0.0011024,0.0011024,0.0011024
70,3355.65,0.3678,0.38713,0.12181,0.00128,0.0949,0.99881,0.99732,0.99459,0.9568,0.99881,0.99732,0.99459,0.93331,0.30905,0.39074,0.09623,0.0019,0,0.0010892,0.0010892,0.0010892
71,3405.04,0.37543,0.42337,0.12437,0.00127,0.10792,0.99503,0.99881,0.99434,0.94692,0.99503,0.99881,0.99434,0.92928,0.3197,0.39452,0.10172,0.00195,0,0.001076,0.001076,0.001076
72,3454.43,0.37051,0.40267,0.12359,0.00133,0.10207,0.9976,1,0.99448,0.95832,0.9976,1,0.99448,0.92694,0.29735,0.38922,0.09353,0.00179,0,0.0010628,0.0010628,0.0010628
73,3504.18,0.36644,0.41628,0.12387,0.0013,0.11847,0.99762,0.99858,0.99451,0.96211,0.99762,0.99858,0.99451,0.92919,0.29069,0.39478,0.09408,0.00173,0,0.0010496,0.0010496,0.0010496
74,3554.66,0.37184,0.41526,0.12441,0.00127,0.10968,0.99524,0.99627,0.99454,0.96136,0.99524,0.99627,0.99454,0.92688,0.28215,0.39228,0.09541,0.00168,0,0.0010364,0.0010364,0.0010364
75,3604,0.36789,0.42187,0.13506,0.00123,0.1216,0.99856,0.99642,0.9943,0.96277,0.99856,0.99642,0.9943,0.92614,0.28898,0.39065,0.09469,0.00172,0,0.0010232,0.0010232,0.0010232
76,3650.47,0.36192,0.40182,0.12233,0.00132,0.10539,0.99761,0.99635,0.99452,0.95294,0.99761,0.99635,0.99452,0.92787,0.31222,0.38937,0.10069,0.00184,0,0.00101,0.00101,0.00101
77,3699.15,0.36273,0.3962,0.11686,0.00127,0.10366,0.99744,0.99881,0.99458,0.96295,0.99744,0.99881,0.99458,0.92906,0.28104,0.38905,0.09076,0.00168,0,0.0009968,0.0009968,0.0009968
78,3748.99,0.35168,0.40983,0.11432,0.00123,0.10162,0.99407,0.99858,0.99465,0.96278,0.99407,0.99858,0.99465,0.93075,0.29104,0.39142,0.09752,0.00178,0,0.0009836,0.0009836,0.0009836
79,3799.17,0.34238,0.39256,0.11327,0.00126,0.1018,0.99392,1,0.99398,0.95932,0.99392,1,0.99398,0.92927,0.28569,0.38863,0.09398,0.00171,0,0.0009704,0.0009704,0.0009704
80,3847.84,0.36916,0.40617,0.12123,0.00127,0.10194,0.99762,0.99865,0.99434,0.96093,0.99762,0.99865,0.99434,0.93287,0.30005,0.38804,0.0952,0.00179,0,0.0009572,0.0009572,0.0009572
81,3896.9,0.35852,0.39579,0.12248,0.00124,0.10653,0.99477,0.99642,0.99433,0.95433,0.99477,0.99642,0.99433,0.92752,0.31859,0.38749,0.10413,0.00191,0,0.000944,0.000944,0.000944
82,3946.07,0.34095,0.38901,0.12145,0.0012,0.10376,0.99737,0.99881,0.994,0.96509,0.99737,0.99881,0.994,0.93072,0.28641,0.38997,0.09178,0.0017,0,0.0009308,0.0009308,0.0009308
83,3995.63,0.35879,0.4069,0.12132,0.00128,0.10588,0.99707,1,0.99433,0.96012,0.99707,1,0.99433,0.93629,0.28931,0.38777,0.09445,0.00173,0,0.0009176,0.0009176,0.0009176
84,4043.72,0.35746,0.41022,0.11846,0.00122,0.11342,0.99525,0.99859,0.99438,0.96372,0.99525,0.99859,0.99438,0.93451,0.28259,0.38933,0.09272,0.00173,0,0.0009044,0.0009044,0.0009044
85,4094.68,0.35087,0.39294,0.11927,0.00123,0.10597,0.99519,1,0.99431,0.96501,0.99519,1,0.99431,0.93274,0.2788,0.38884,0.09149,0.00167,0,0.0008912,0.0008912,0.0008912
86,4145.22,0.3648,0.40371,0.12625,0.00125,0.10482,0.99643,0.99819,0.9947,0.96092,0.99643,0.99819,0.9947,0.93124,0.29303,0.39103,0.09393,0.00174,0,0.000878,0.000878,0.000878
87,4195.88,0.34952,0.38852,0.12241,0.00123,0.10641,0.99643,0.99721,0.99452,0.9662,0.99643,0.99721,0.99452,0.93182,0.28233,0.38783,0.09254,0.00169,0,0.0008648,0.0008648,0.0008648
88,4247.68,0.34291,0.38807,0.11714,0.00121,0.10419,0.99642,0.99648,0.99499,0.96367,0.99642,0.99648,0.99499,0.9348,0.28725,0.38949,0.09208,0.0017,0,0.0008516,0.0008516,0.0008516
89,4296.69,0.34893,0.38605,0.12002,0.00123,0.09894,0.996,0.99881,0.99429,0.96168,0.996,0.99881,0.99429,0.93068,0.28557,0.3873,0.09431,0.00171,0,0.0008384,0.0008384,0.0008384
90,4345.88,0.33032,0.39189,0.11088,0.00117,0.09925,0.99525,0.9995,0.99407,0.96403,0.99525,0.9995,0.99407,0.93066,0.28111,0.38929,0.09275,0.00167,0,0.0008252,0.0008252,0.0008252
91,4393.43,0.35026,0.39833,0.11667,0.00121,0.09937,0.99881,0.99858,0.99455,0.96647,0.99881,0.99858,0.99455,0.93339,0.27574,0.38652,0.08837,0.00163,0,0.000812,0.000812,0.000812
92,4439.89,0.34667,0.3851,0.11903,0.00118,0.11397,0.99507,1,0.99426,0.963,0.99507,1,0.99426,0.93013,0.28378,0.38882,0.09273,0.00168,0,0.0007988,0.0007988,0.0007988
93,4485.41,0.33662,0.39715,0.11281,0.00119,0.1051,0.9962,0.99762,0.99405,0.96238,0.9962,0.99762,0.99405,0.93711,0.28515,0.38344,0.09379,0.00174,0,0.0007856,0.0007856,0.0007856
94,4532.78,0.34365,0.38662,0.11419,0.00115,0.10076,0.99789,0.99642,0.99443,0.96281,0.99789,0.99642,0.99443,0.93348,0.29219,0.38419,0.09661,0.00175,0,0.0007724,0.0007724,0.0007724
95,4583.88,0.34316,0.39541,0.1151,0.00119,0.0994,0.99872,1,0.99451,0.9666,0.99872,1,0.99451,0.93136,0.27677,0.38676,0.08732,0.00167,0,0.0007592,0.0007592,0.0007592
96,4632.62,0.33989,0.39551,0.111,0.0012,0.10487,0.99643,0.99779,0.99411,0.96386,0.99643,0.99779,0.99411,0.93135,0.27648,0.3851,0.09001,0.00165,0,0.000746,0.000746,0.000746
97,4680.75,0.33771,0.40386,0.11217,0.00116,0.10287,0.99746,0.99881,0.99413,0.96252,0.99746,0.99881,0.99413,0.93421,0.28582,0.3889,0.09122,0.00173,0,0.0007328,0.0007328,0.0007328
98,4727.28,0.33912,0.39313,0.11491,0.00118,0.10792,0.99525,0.99903,0.99439,0.96334,0.99525,0.99903,0.99439,0.93276,0.28736,0.38303,0.09217,0.00173,0,0.0007196,0.0007196,0.0007196
99,4777.82,0.32508,0.37692,0.11416,0.00116,0.0983,0.99643,0.99857,0.99448,0.95972,0.99643,0.99857,0.99448,0.93318,0.28938,0.38614,0.09392,0.00171,0,0.0007064,0.0007064,0.0007064
100,4825.87,0.32912,0.39701,0.1091,0.00116,0.10312,0.99483,0.99881,0.99439,0.96261,0.99483,0.99881,0.99439,0.93285,0.28423,0.38256,0.09477,0.00172,0,0.0006932,0.0006932,0.0006932
101,4873.74,0.35412,0.40434,0.11811,0.00121,0.10264,0.99701,0.99404,0.99441,0.96239,0.99701,0.99404,0.99441,0.93033,0.28005,0.38807,0.09492,0.00168,0,0.00068,0.00068,0.00068
102,4923.28,0.33768,0.39565,0.11011,0.00122,0.10599,0.99761,0.99313,0.99463,0.96747,0.99761,0.99313,0.99463,0.93247,0.27361,0.38764,0.09227,0.00163,0,0.0006668,0.0006668,0.0006668
103,4973.67,0.35224,0.40087,0.11658,0.0012,0.10339,0.99643,0.99775,0.9947,0.96198,0.99643,0.99775,0.9947,0.93425,0.28166,0.38547,0.09218,0.0017,0,0.0006536,0.0006536,0.0006536
104,5022.69,0.34334,0.39779,0.11215,0.00122,0.10229,0.99754,0.99881,0.99467,0.96843,0.99754,0.99881,0.99467,0.93758,0.27014,0.38661,0.08751,0.00161,0,0.0006404,0.0006404,0.0006404
105,5071.67,0.34713,0.40257,0.12183,0.0012,0.10485,0.99881,0.99874,0.99459,0.97009,0.99881,0.99874,0.99459,0.93686,0.27109,0.38699,0.08797,0.00161,0,0.0006272,0.0006272,0.0006272
106,5122.01,0.33032,0.37519,0.10804,0.00113,0.09566,0.9988,0.99491,0.99451,0.97073,0.9988,0.99491,0.99451,0.93363,0.27053,0.3852,0.08995,0.00159,0,0.000614,0.000614,0.000614
107,5170.37,0.322,0.38461,0.10755,0.00115,0.09747,0.99673,0.99881,0.99451,0.95966,0.99673,0.99881,0.99451,0.93566,0.28601,0.38541,0.09114,0.00169,0,0.0006008,0.0006008,0.0006008
108,5219.73,0.32683,0.37654,0.10642,0.00112,0.10248,0.99881,0.99984,0.99458,0.96801,0.99881,0.99984,0.99458,0.93509,0.27411,0.38072,0.08564,0.00163,0,0.0005876,0.0005876,0.0005876
109,5265.75,0.32172,0.38169,0.10627,0.00115,0.10192,0.99762,0.99831,0.99449,0.96749,0.99762,0.99831,0.99449,0.93565,0.2724,0.38342,0.08899,0.00162,0,0.0005744,0.0005744,0.0005744
110,5311.35,0.32682,0.38133,0.10582,0.00113,0.10592,0.99643,0.99739,0.99415,0.96719,0.99643,0.99739,0.99415,0.93702,0.27089,0.38447,0.0945,0.00164,0,0.0005612,0.0005612,0.0005612
111,5360.53,0.33978,0.38131,0.10955,0.00118,0.09685,0.99644,0.99986,0.99431,0.9585,0.99644,0.99986,0.99431,0.93711,0.28732,0.3823,0.0919,0.00173,0,0.000548,0.000548,0.000548
112,5406.58,0.32806,0.37941,0.10943,0.00118,0.10367,0.99841,0.99881,0.99425,0.96127,0.99841,0.99881,0.99425,0.93833,0.28286,0.37982,0.08995,0.0017,0,0.0005348,0.0005348,0.0005348
113,5453.92,0.34399,0.40251,0.1092,0.00122,0.10159,0.99762,0.99866,0.99439,0.96635,0.99762,0.99866,0.99439,0.93285,0.27459,0.38222,0.08797,0.00162,0,0.0005216,0.0005216,0.0005216
114,5501.93,0.33217,0.40207,0.10903,0.00118,0.09862,0.99762,0.99997,0.99476,0.96259,0.99762,0.99997,0.99476,0.93465,0.28287,0.38658,0.08975,0.00172,0,0.0005084,0.0005084,0.0005084
115,5548.72,0.32288,0.38149,0.10755,0.00108,0.09878,0.99762,0.99743,0.99434,0.96723,0.99762,0.99743,0.99434,0.93255,0.27546,0.38435,0.08843,0.00164,0,0.0004952,0.0004952,0.0004952
116,5599.31,0.31044,0.38262,0.10842,0.0011,0.10916,0.99699,0.99881,0.99447,0.96603,0.99699,0.99881,0.99447,0.93457,0.27193,0.38269,0.08887,0.00162,0,0.000482,0.000482,0.000482
117,5647.98,0.31078,0.37688,0.10289,0.0011,0.09762,0.99762,0.99998,0.99438,0.96792,0.99762,0.99998,0.99438,0.93659,0.27106,0.38184,0.08668,0.00161,0,0.0004688,0.0004688,0.0004688
118,5693.82,0.32363,0.39054,0.10926,0.00113,0.10257,0.99643,0.99875,0.9945,0.9688,0.99643,0.99875,0.9945,0.93504,0.26587,0.38156,0.08818,0.00159,0,0.0004556,0.0004556,0.0004556
119,5742.73,0.33023,0.38636,0.10869,0.00115,0.10471,0.99881,0.99863,0.99458,0.96897,0.99881,0.99863,0.99458,0.93236,0.271,0.38562,0.08577,0.0016,0,0.0004424,0.0004424,0.0004424
120,5791.78,0.31993,0.37542,0.10663,0.0011,0.10699,0.99762,0.99843,0.99451,0.96686,0.99762,0.99843,0.99451,0.93091,0.2703,0.38035,0.08739,0.00161,0,0.0004292,0.0004292,0.0004292
121,5841.03,0.32423,0.37888,0.10679,0.00114,0.10531,0.99872,0.99881,0.99457,0.96805,0.99872,0.99881,0.99457,0.93766,0.27267,0.38481,0.08606,0.00164,0,0.000416,0.000416,0.000416
122,5890.4,0.32077,0.37159,0.10595,0.00114,0.09691,0.99642,0.99623,0.99458,0.97107,0.99642,0.99623,0.99458,0.93588,0.2664,0.38044,0.09049,0.00158,0,0.0004028,0.0004028,0.0004028
123,5940.23,0.32219,0.39063,0.10652,0.00106,0.10081,0.99762,0.99978,0.99458,0.97071,0.99762,0.99978,0.99458,0.93797,0.26725,0.38178,0.08707,0.00159,0,0.0003896,0.0003896,0.0003896
