epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
115,3597.47,0.3668,0.37073,0.12853,0.00122,0.09947,0.99053,0.99744,0.99465,0.96547,0.99053,0.99744,0.99465,0.91239,0.28426,0.36619,0.09688,0.0017,0,0.0008714,0.0008714,0.0008714
116,3631.71,0.37204,0.37561,0.12207,0.00126,0.10856,0.99819,0.99642,0.99471,0.95764,0.99819,0.99642,0.99471,0.90951,0.30185,0.37368,0.09674,0.0018,0,0.0008615,0.0008615,0.0008615
117,3665.16,0.36385,0.36647,0.12261,0.00122,0.10685,0.99659,0.99523,0.9947,0.96206,0.99659,0.99523,0.9947,0.90919,0.28145,0.36893,0.09406,0.00171,0,0.0008516,0.0008516,0.0008516
118,3696.77,0.35087,0.36844,0.12032,0.00121,0.10593,0.99248,0.99523,0.99465,0.95971,0.99248,0.99523,0.99465,0.91519,0.29601,0.3726,0.10268,0.00181,0,0.0008417,0.0008417,0.0008417
119,3731.53,0.35239,0.37392,0.12426,0.00119,0.09922,0.99643,0.99863,0.9948,0.96267,0.99643,0.99863,0.9948,0.90971,0.28936,0.37276,0.09313,0.00174,0,0.0008318,0.0008318,0.0008318
120,3763.54,0.35775,0.36096,0.13012,0.00119,0.09919,0.99255,0.99762,0.9948,0.96572,0.99255,0.99762,0.9948,0.91334,0.2831,0.36847,0.09533,0.00169,0,0.0008219,0.0008219,0.0008219
121,3798.69,0.36565,0.3703,0.12513,0.00123,0.09616,0.99621,0.99881,0.99471,0.95537,0.99621,0.99881,0.99471,0.90984,0.30636,0.37081,0.10015,0.00183,0,0.000812,0.000812,0.000812
122,3831.57,0.35332,0.35662,0.12425,0.00122,0.1043,0.99325,1,0.99469,0.96313,0.99325,1,0.99469,0.91248,0.28608,0.37089,0.09545,0.00172,0,0.0008021,0.0008021,0.0008021
123,3864.85,0.36078,0.36749,0.12358,0.00116,0.10719,0.99762,0.99862,0.99468,0.96298,0.99762,0.99862,0.99468,0.91112,0.28291,0.3714,0.09193,0.00169,0,0.0007922,0.0007922,0.0007922
124,3896.59,0.36022,0.38004,0.12221,0.00121,0.09865,0.99827,0.99642,0.99462,0.9636,0.99827,0.99642,0.99462,0.9114,0.28198,0.36882,0.09373,0.00168,0,0.0007823,0.0007823,0.0007823
125,3931.04,0.36517,0.36469,0.12047,0.00122,0.11365,0.99812,0.99881,0.99456,0.96103,0.99812,0.99881,0.99456,0.90799,0.28489,0.3737,0.09309,0.00171,0,0.0007724,0.0007724,0.0007724
126,3966.64,0.36002,0.3764,0.12765,0.0012,0.12266,0.99525,0.99809,0.99461,0.95982,0.99525,0.99809,0.99461,0.90775,0.29305,0.3702,0.09754,0.00173,0,0.0007625,0.0007625,0.0007625
127,3998.96,0.34794,0.36207,0.11619,0.00116,0.09665,0.99642,0.99608,0.99453,0.96304,0.99642,0.99608,0.99453,0.91001,0.28539,0.37297,0.09628,0.00171,0,0.0007526,0.0007526,0.0007526
128,4029.77,0.33865,0.37008,0.11433,0.00115,0.10096,0.99643,0.99875,0.99457,0.96077,0.99643,0.99875,0.99457,0.9089,0.2837,0.36744,0.09213,0.0017,0,0.0007427,0.0007427,0.0007427
129,4065.5,0.34081,0.35579,0.12076,0.00124,0.10151,0.99368,1,0.99471,0.96166,0.99368,1,0.99471,0.91112,0.28695,nan,nan,0.00172,0,0.0007328,0.0007328,0.0007328
130,4097,0.3699,0.37038,0.12266,0.0012,0.11213,0.99535,0.99881,0.99474,0.96485,0.99535,0.99881,0.99474,0.91057,0.27977,0.36718,0.09275,0.00167,0,0.0007229,0.0007229,0.0007229
131,4128.58,0.36649,0.3828,0.12323,0.00124,0.11132,0.9988,0.99508,0.99473,0.96094,0.9988,0.99508,0.99473,0.9116,0.29462,0.36721,0.09693,0.00176,0,0.000713,0.000713,0.000713
132,4162.39,0.3539,0.3592,0.11888,0.0012,0.09869,0.9964,1,0.99455,0.96308,0.9964,1,0.99455,0.90352,0.29603,0.37243,0.09567,0.00176,0,0.0007031,0.0007031,0.0007031
133,4196.14,0.34406,0.38285,0.1127,0.00117,0.10094,0.99881,0.99732,0.9945,0.96199,0.99881,0.99732,0.9945,0.91565,0.28622,0.36838,0.09323,0.00173,0,0.0006932,0.0006932,0.0006932
134,4228.49,0.35102,0.37043,0.11977,0.00114,0.09723,0.99256,0.99523,0.9945,0.96175,0.99256,0.99523,0.9945,0.9199,0.29012,0.37297,0.10315,0.00173,0,0.0006833,0.0006833,0.0006833
135,4264.18,0.36518,0.37924,0.12755,0.00121,0.09846,0.99171,0.99843,0.99471,0.96428,0.99171,0.99843,0.99471,0.90664,0.28099,0.36658,0.0955,0.00167,0,0.0006734,0.0006734,0.0006734
136,4295.92,0.35135,0.35695,0.12307,0.00115,0.09854,0.99261,0.99881,0.99475,0.96321,0.99261,0.99881,0.99475,0.91981,0.29087,nan,nan,0.00174,0,0.0006635,0.0006635,0.0006635
137,4328.62,0.34343,0.35564,0.11252,0.00124,0.09816,0.99524,0.99781,0.99472,0.96046,0.99524,0.99781,0.99472,0.91906,0.28801,0.36589,0.09497,0.00172,0,0.0006536,0.0006536,0.0006536
138,4362.7,0.343,0.34226,0.11761,0.00119,0.09729,0.99487,0.99881,0.99473,0.95464,0.99487,0.99881,0.99473,0.9016,0.30923,0.37461,0.10128,0.00183,0,0.0006437,0.0006437,0.0006437
139,4406.26,0.33906,0.35374,0.11488,0.00119,0.10111,0.99642,0.99541,0.99478,0.96552,0.99642,0.99541,0.99478,0.91343,0.27403,0.36794,0.09323,0.00163,0,0.0006338,0.0006338,0.0006338
140,4439.56,0.34805,0.37334,0.11867,0.00119,0.10132,0.99616,0.99523,0.99473,0.96767,0.99616,0.99523,0.99473,0.9127,0.28225,0.37078,0.09483,0.00166,0,0.0006239,0.0006239,0.0006239
141,4471.37,0.3461,0.36441,0.11698,0.00113,0.09991,0.99881,0.99759,0.99462,0.9661,0.99881,0.99759,0.99462,0.90997,0.28327,0.36841,0.09134,0.00168,0,0.000614,0.000614,0.000614
142,4504.08,0.3366,0.36306,0.11541,0.00119,0.11145,0.99621,0.99881,0.99462,0.96211,0.99621,0.99881,0.99462,0.91784,0.28886,0.37322,0.09561,0.00174,0,0.0006041,0.0006041,0.0006041
143,4536.12,0.35065,0.37127,0.11434,0.00114,0.09761,0.99739,0.99762,0.99456,0.96566,0.99739,0.99762,0.99456,0.90924,0.28501,0.36911,0.09247,0.0017,0,0.0005942,0.0005942,0.0005942
144,4568.56,0.35607,0.37111,0.12128,0.00116,0.10532,0.99727,0.99881,0.99471,0.96011,0.99727,0.99881,0.99471,0.9177,0.29126,0.36721,0.09256,0.00177,0,0.0005843,0.0005843,0.0005843
145,4599.43,0.35614,0.36288,0.11664,0.00121,0.10968,0.99881,0.99723,0.99479,0.96198,0.99881,0.99723,0.99479,0.90925,0.28998,0.36812,0.09327,0.00175,0,0.0005744,0.0005744,0.0005744
146,4633.28,0.35101,0.37239,0.12337,0.00118,0.10276,0.99643,0.99699,0.99471,0.9607,0.99643,0.99699,0.99471,0.90808,0.28628,0.37818,0.09399,0.0017,0,0.0005645,0.0005645,0.0005645
147,4665.53,0.3456,0.37537,0.12381,0.00117,0.10542,0.99705,0.99881,0.99469,0.96359,0.99705,0.99881,0.99469,0.9165,0.28237,0.36711,0.0916,0.00169,0,0.0005546,0.0005546,0.0005546
148,4697.65,0.34269,0.37025,0.11535,0.00117,0.09955,0.9988,0.99391,0.99468,0.96549,0.9988,0.99391,0.99468,0.90708,0.28066,0.36796,0.09221,0.00167,0,0.0005447,0.0005447,0.0005447
149,4728.47,0.34945,0.3853,0.11616,0.00115,0.10691,0.99643,0.99739,0.99464,0.96414,0.99643,0.99739,0.99464,0.91124,0.2853,0.36954,0.09422,0.00169,0,0.0005348,0.0005348,0.0005348
150,4761.32,0.3375,0.35678,0.11626,0.00113,0.09766,0.99642,0.99638,0.99455,0.96732,0.99642,0.99638,0.99455,0.91249,0.27528,0.36726,0.09409,0.00163,0,0.0005249,0.0005249,0.0005249
151,4795.3,0.34969,0.35918,0.11664,0.00122,0.09858,0.99631,1,0.99451,0.96388,0.99631,1,0.99451,0.91307,0.27796,0.36655,0.0923,0.00165,0,0.000515,0.000515,0.000515
152,4826.09,0.34227,0.34905,0.11369,0.00116,0.09302,0.99609,0.99642,0.99456,0.96663,0.99609,0.99642,0.99456,0.91284,0.27383,0.36993,0.09192,0.00162,0,0.0005051,0.0005051,0.0005051
153,4856.98,0.34452,0.36027,0.11694,0.0012,0.10284,0.99644,0.9996,0.99458,0.96704,0.99644,0.9996,0.99458,0.91358,0.27739,0.3664,0.09024,0.00165,0,0.0004952,0.0004952,0.0004952
154,4890,0.33933,0.36052,0.11743,0.00115,0.11327,0.99851,0.99881,0.99461,0.96518,0.99851,0.99881,0.99461,0.90947,0.28786,0.36528,0.09179,0.00171,0,0.0004853,0.0004853,0.0004853
155,4925.33,0.34556,0.36246,0.11974,0.00116,0.0967,0.99642,0.99571,0.99459,0.96494,0.99642,0.99571,0.99459,0.91249,0.27811,0.3671,0.09537,0.00166,0,0.0004754,0.0004754,0.0004754
156,4956.61,0.345,0.36202,0.12141,0.00114,0.09914,0.99507,1,0.99451,0.96329,0.99507,1,0.99451,0.91444,0.28411,0.36765,0.09341,0.00171,0,0.0004655,0.0004655,0.0004655
157,4989.01,0.33847,0.35757,0.11903,0.00111,0.09478,0.99468,1,0.99455,0.96633,0.99468,1,0.99455,0.9113,0.28167,0.36728,0.09338,0.00168,0,0.0004556,0.0004556,0.0004556
158,5024.05,0.33658,0.35742,0.11327,0.00111,0.09299,0.9988,0.99519,0.99463,0.96601,0.9988,0.99519,0.99463,0.9123,0.27503,0.36732,0.09036,0.00164,0,0.0004457,0.0004457,0.0004457
159,5056.41,0.34487,0.37226,0.12046,0.00118,0.11618,0.99762,0.99976,0.99464,0.96637,0.99762,0.99976,0.99464,0.91341,0.27908,0.36836,0.089,0.00166,0,0.0004358,0.0004358,0.0004358
160,5092.52,0.33204,0.36413,0.1125,0.00117,0.10222,0.99881,0.99755,0.99463,0.96569,0.99881,0.99755,0.99463,0.91708,0.27459,0.36721,0.09095,0.00164,0,0.0004259,0.0004259,0.0004259
161,5123.75,0.33994,0.36891,0.11195,0.00113,0.10159,0.99762,0.99739,0.99452,0.96406,0.99762,0.99739,0.99452,0.91488,0.27499,0.36827,0.09491,0.00163,0,0.000416,0.000416,0.000416
162,5155.38,0.33048,0.34901,0.1122,0.00109,0.10149,0.9956,0.99642,0.9946,0.96337,0.9956,0.99642,0.9946,0.91431,0.27672,0.36687,0.09369,0.00164,0,0.0004061,0.0004061,0.0004061
163,5188.98,0.33698,0.35542,0.11139,0.00113,0.10138,0.99753,0.99642,0.99454,0.96686,0.99753,0.99642,0.99454,0.91282,0.27617,0.36604,0.09083,0.00164,0,0.0003962,0.0003962,0.0003962
164,5222.37,0.33474,0.35327,0.11402,0.00112,0.10787,0.99406,0.99709,0.99463,0.96639,0.99406,0.99709,0.99463,0.91714,0.27317,0.36741,0.09405,0.00163,0,0.0003863,0.0003863,0.0003863
165,5254.54,0.34247,0.36726,0.11342,0.00113,0.10035,0.99848,0.99881,0.99471,0.96952,0.99848,0.99881,0.99471,0.91421,0.27424,0.36405,0.08869,0.00163,0,0.0003764,0.0003764,0.0003764
166,5287.47,0.33581,0.3352,0.11642,0.0011,0.09422,0.995,1,0.99464,0.96341,0.995,1,0.99464,0.91543,0.28363,0.3715,0.09032,0.00172,0,0.0003665,0.0003665,0.0003665
167,5319.88,0.33788,0.36594,0.10944,0.00117,0.1056,0.99881,0.99741,0.9947,0.9673,0.99881,0.99741,0.9947,0.91424,0.27714,0.36767,0.08922,0.00166,0,0.0003566,0.0003566,0.0003566
168,5353.59,0.33701,0.36396,0.11293,0.00117,0.10437,0.99366,0.99762,0.99474,0.9661,0.99366,0.99762,0.99474,0.91149,0.27685,0.36814,0.09321,0.00166,0,0.0003467,0.0003467,0.0003467
169,5386.3,0.33316,0.35491,0.10922,0.00114,0.09205,0.99735,1,0.99474,0.96706,0.99735,1,0.99474,0.91271,0.27947,0.36552,0.08922,0.00165,0,0.0003368,0.0003368,0.0003368
170,5417.44,0.33198,0.35624,0.10948,0.00111,0.09833,0.99608,0.99881,0.99471,0.96935,0.99608,0.99881,0.99471,0.91515,0.27061,0.36697,0.08951,0.0016,0,0.0003269,0.0003269,0.0003269
171,5450.83,0.31905,0.35673,0.11044,0.0011,0.09423,0.99762,0.99733,0.9947,0.96704,0.99762,0.99733,0.9947,0.91457,0.27094,0.36559,0.08875,0.00161,0,0.000317,0.000317,0.000317
172,5485.86,0.32448,0.35397,0.10472,0.00108,0.09529,0.99643,0.99869,0.99463,0.96521,0.99643,0.99869,0.99463,0.911,0.27794,0.36522,0.09005,0.00166,0,0.0003071,0.0003071,0.0003071
173,5517.79,0.32472,0.36478,0.11181,0.00106,0.09774,0.99762,0.99879,0.99459,0.96588,0.99762,0.99879,0.99459,0.91551,0.27136,0.36608,0.08999,0.00162,0,0.0002972,0.0002972,0.0002972
174,5549.91,0.31924,0.37001,0.10391,0.00107,0.09872,0.99451,1,0.99466,0.96631,0.99451,1,0.99466,0.9173,0.2684,0.36467,0.08719,0.0016,0,0.0002873,0.0002873,0.0002873
175,5584.28,0.32083,0.34801,0.10637,0.00107,0.09933,0.99731,0.99881,0.99467,0.96664,0.99731,0.99881,0.99467,0.9153,0.26973,0.3658,0.08831,0.0016,0,0.0002774,0.0002774,0.0002774
176,5616.85,0.32108,0.35051,0.11212,0.00107,0.09492,0.99525,0.99887,0.99466,0.96736,0.99525,0.99887,0.99466,0.91324,0.27068,0.3679,0.08928,0.00161,0,0.0002675,0.0002675,0.0002675
177,5647.39,0.32064,0.34451,0.10713,0.00105,0.10006,0.99601,1,0.99466,0.96654,0.99601,1,0.99466,0.91493,0.27231,0.36732,0.08921,0.00161,0,0.0002576,0.0002576,0.0002576
178,5679.73,0.32355,0.33982,0.1144,0.00106,0.10583,0.99628,0.99881,0.99465,0.96847,0.99628,0.99881,0.99465,0.9177,0.26683,0.36474,0.08776,0.00159,0,0.0002477,0.0002477,0.0002477
179,5714.91,0.32518,0.3534,0.11137,0.0011,0.10085,0.99722,0.99881,0.99468,0.96725,0.99722,0.99881,0.99468,0.91438,0.27086,0.36625,0.08808,0.00162,0,0.0002378,0.0002378,0.0002378
180,5746.7,0.31421,0.35133,0.1058,0.00105,0.10266,0.99842,0.99881,0.99469,0.96962,0.99842,0.99881,0.99469,0.91517,0.26845,0.36489,0.08695,0.0016,0,0.0002279,0.0002279,0.0002279
181,5778.99,0.32426,0.35344,0.10849,0.00106,0.10002,0.99833,0.99881,0.99462,0.96879,0.99833,0.99881,0.99462,0.91635,0.26829,0.36368,0.08755,0.00159,0,0.000218,0.000218,0.000218
182,5811.87,0.31758,0.35263,0.10141,0.00111,0.09772,0.99644,0.99973,0.99462,0.96818,0.99644,0.99973,0.99462,0.91524,0.26688,0.36487,0.0876,0.00159,0,0.0002081,0.0002081,0.0002081
183,5843.54,0.32247,0.35347,0.10736,0.00109,0.09668,0.99698,1,0.99464,0.96847,0.99698,1,0.99464,0.91552,0.26799,0.36523,0.08843,0.0016,0,0.0001982,0.0001982,0.0001982
184,5875.85,0.31871,0.35497,0.10903,0.00111,0.09739,0.99644,0.9997,0.99462,0.96967,0.99644,0.9997,0.99462,0.9153,0.269,0.36584,0.08736,0.0016,0,0.0001883,0.0001883,0.0001883
185,5910.69,0.32236,0.35393,0.10574,0.00109,0.09317,0.99762,0.99866,0.99463,0.96916,0.99762,0.99866,0.99463,0.91554,0.26971,0.36573,0.08685,0.00161,0,0.0001784,0.0001784,0.0001784
186,5942.79,0.31791,0.35658,0.10903,0.00107,0.09649,0.99762,0.99849,0.99463,0.96944,0.99762,0.99849,0.99463,0.91485,0.26862,0.36316,0.08724,0.0016,0,0.0001685,0.0001685,0.0001685
187,5972.7,0.31963,0.35718,0.1091,0.00109,0.10084,0.99639,1,0.99465,0.96728,0.99639,1,0.99465,0.91363,0.26862,0.36448,0.08748,0.0016,0,0.0001586,0.0001586,0.0001586
188,6005.01,0.32036,0.35588,0.10849,0.00107,0.09759,0.99625,1,0.99464,0.96951,0.99625,1,0.99464,0.91399,0.27046,0.36398,0.08798,0.00161,0,0.0001487,0.0001487,0.0001487
189,6040.3,0.31082,0.34677,0.10671,0.00105,0.10516,0.99852,1,0.99464,0.9659,0.99852,1,0.99464,0.91567,0.26818,0.36333,0.08562,0.00159,0,0.0001388,0.0001388,0.0001388
190,6071.5,0.31585,0.34701,0.10224,0.001,0.09449,0.99839,0.99881,0.99467,0.96902,0.99839,0.99881,0.99467,0.91344,0.26806,0.36368,0.08539,0.0016,0,0.0001289,0.0001289,0.0001289
191,6105.29,0.26511,0.33857,0.0891,0.00119,0.09123,0.99856,1,0.99465,0.96845,0.99856,1,0.99465,0.91321,0.27194,0.36567,0.08582,0.00162,0,0.000119,0.000119,0.000119
192,6137.21,0.26559,0.33433,0.08794,0.00115,0.09655,0.99762,0.99858,0.99462,0.96819,0.99762,0.99858,0.99462,0.9131,0.2681,0.36289,0.08763,0.0016,0,0.0001091,0.0001091,0.0001091
193,6169.5,0.27812,0.34673,0.08979,0.0012,0.09785,0.99881,0.99755,0.99464,0.96779,0.99881,0.99755,0.99464,0.91049,0.27024,0.36325,0.08767,0.00161,0,9.92e-05,9.92e-05,9.92e-05
194,6201.79,0.26248,0.34345,0.08907,0.00118,0.09714,0.99881,0.99856,0.99463,0.96711,0.99881,0.99856,0.99463,0.91485,0.26706,0.36401,0.08538,0.00159,0,8.93e-05,8.93e-05,8.93e-05
195,6233.41,0.2589,0.33801,0.08326,0.00117,0.0944,0.99881,0.99858,0.99464,0.96754,0.99881,0.99858,0.99464,0.91298,0.27012,0.36503,0.08651,0.0016,0,7.94e-05,7.94e-05,7.94e-05
196,6266.02,0.26738,0.34459,0.08948,0.00121,0.09745,0.99724,1,0.99464,0.96643,0.99724,1,0.99464,0.91497,0.27132,0.36484,0.08631,0.0016,0,6.95e-05,6.95e-05,6.95e-05
197,6301,0.26539,0.33985,0.08808,0.00115,0.09475,0.99731,1,0.99465,0.96836,0.99731,1,0.99465,0.9129,0.26915,0.36421,0.0851,0.00161,0,5.96e-05,5.96e-05,5.96e-05
198,6334.33,0.26683,0.34283,0.09015,0.00115,0.09385,0.99863,1,0.99467,0.96815,0.99863,1,0.99467,0.9149,0.26873,0.36419,0.08423,0.0016,0,4.97e-05,4.97e-05,4.97e-05
199,6366.77,0.25661,0.33889,0.08472,0.00113,0.08929,0.99872,1,0.99465,0.96806,0.99872,1,0.99465,0.91342,0.26703,0.36415,0.08446,0.00159,0,3.98e-05,3.98e-05,3.98e-05
200,6400.65,0.26577,0.34021,0.08888,0.00116,0.1016,0.99747,1,0.99465,0.96748,0.99747,1,0.99465,0.91424,0.26681,0.3646,0.08485,0.00159,0,2.99e-05,2.99e-05,2.99e-05
